log_file	line
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 289/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 305/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 305/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 305/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 321/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 321/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 321/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 337/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 337/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 337/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 353/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 353/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 353/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 369/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 369/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 369/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 385/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 385/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 385/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 401/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 401/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 401/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 417/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 417/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 417/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 433/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 433/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 433/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 449/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 449/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 449/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 465/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 465/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 465/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 481/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 481/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 481/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 497/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 497/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 497/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 513/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 513/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 513/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 529/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 529/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 529/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 545/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 545/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 545/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 561/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 561/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 561/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 577/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 577/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 577/600
run_parallel_20260715_163351.log	[G8 HepG2 primary_beam] parent 593/600
run_parallel_20260715_163351.log	[G8 SKNSH primary_beam] parent 593/600
run_parallel_20260715_163351.log	[G8 K562 primary_beam] parent 593/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 1/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 1/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 1/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 17/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 17/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 17/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 33/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 33/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 33/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 49/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 49/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 49/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 65/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 65/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 65/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 81/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 81/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 81/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 97/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 97/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 97/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 113/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 113/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 113/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 129/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 129/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 129/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 145/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 145/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 145/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 161/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 161/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 161/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 177/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 177/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 177/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 193/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 193/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 193/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 209/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 209/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 225/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 209/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 225/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 225/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 241/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 241/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 257/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 241/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 257/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 273/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 257/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 273/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 289/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 273/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 289/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 305/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 289/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 305/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 321/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 305/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 321/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 337/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 321/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 337/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 353/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 337/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 353/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 369/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 353/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 369/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 385/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 369/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 385/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 401/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 385/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 401/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 417/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 401/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 433/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 417/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 417/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 449/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 433/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 433/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 465/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 449/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 449/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 481/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 465/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 465/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 497/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 481/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 481/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 513/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 497/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 497/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 529/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 513/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 513/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 545/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 529/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 529/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 561/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 545/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 545/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 577/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 561/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 561/600
run_parallel_20260715_163351.log	[G8 HepG2 safeedit] parent 593/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 577/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 577/600
run_parallel_20260715_163351.log	[G8 SKNSH safeedit] parent 593/600
run_parallel_20260715_163351.log	[G8 K562 safeedit] parent 593/600
run_parallel_20260715_163351.log	[G8] All 3 cells complete.
run_parallel_20260715_163351.log	[G8] Merging results...
run_parallel_20260715_163351.log	[G8] Writing presealed manifest...
run_parallel_20260715_163351.log	[G8] PASS
run_parallel_20260715_163351.log	[G9] Launching K562 on GPU 0...
run_parallel_20260715_163351.log	[G9] Launching HepG2 on GPU 1...
run_parallel_20260715_163351.log	[G9] Launching SKNSH on GPU 2...
run_parallel_20260715_163351.log	[G9] Waiting for 3 parallel jobs...
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_full safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_full safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_full safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_reviewer_score primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_reviewer_score primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_reviewer_score primary_beam] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_uncertainty_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 81/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 97/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 113/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 129/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 145/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 161/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_strand_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_strand_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_strand_penalty safeedit] parent 177/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 1/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 17/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 33/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 K562/safeedit_no_naturalness_rerank safeedit] parent 49/180
run_parallel_20260715_163351.log	[G8 HepG2/safeedit_no_naturalness_rerank safeedit] parent 65/180
run_parallel_20260715_163351.log	[G8 SKNSH/safeedit_no_naturalness_rerank safeedit] parent 65/180
